Unit price,Quantity,Tax 5%,Total,cogs,gross margin percentage,gross income,Rating,A,B,C,Mandalay,Naypyitaw,Yangon,Member,Normal,Female,Male,Electronic accessories,Fashion accessories,Food and beverages,Health and beauty,Home and lifestyle,Sports and travel,Cash,Credit card,Ewallet,Day of week
69.81,4,13.962,293.202,279.24,4.761904762,13.962,5.9,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
77.04,3,11.556,242.676,231.12,4.761904762,11.556,7.2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
73.52,2,7.352,154.392,147.04,4.761904762,7.352,4.6,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
87.8,9,39.51,829.71,790.2,4.761904762,39.51,9.2,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,5
25.55,4,5.11,107.31,102.2,4.761904762,5.11,5.7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,5
32.71,5,8.1775,171.7275,163.55,4.761904762,8.1775,9.9,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1
74.29,1,3.7145,78.0045,74.29,4.761904762,3.7145,5,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,6
43.7,2,4.37,91.77,87.4,4.761904762,4.37,4.9,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
25.29,1,1.2645,26.5545,25.29,4.761904762,1.2645,6.1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,5
41.5,4,8.3,174.3,166,4.761904762,8.3,8.2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
71.39,5,17.8475,374.7975,356.95,4.761904762,17.8475,5.5,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,6
19.15,6,5.745,120.645,114.9,4.761904762,5.745,6.8,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
57.49,4,11.498,241.458,229.96,4.761904762,11.498,6.6,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,4
61.41,7,21.4935,451.3635,429.87,4.761904762,21.4935,9.8,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
25.9,10,12.95,271.95,259,4.761904762,12.95,8.7,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2
17.77,5,4.4425,93.2925,88.85,4.761904762,4.4425,5.4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4
23.03,9,10.3635,217.6335,207.27,4.761904762,10.3635,7.9,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,3
66.65,9,29.9925,629.8425,599.85,4.761904762,29.9925,9.7,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,4
28.53,10,14.265,299.565,285.3,4.761904762,14.265,7.8,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
30.37,3,4.5555,95.6655,91.11,4.761904762,4.5555,5.1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,3
99.73,9,44.8785,942.4485,897.57,4.761904762,44.8785,6.5,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,5
26.23,9,11.8035,247.8735,236.07,4.761904762,11.8035,5.9,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,4
93.26,9,41.967,881.307,839.34,4.761904762,41.967,8.8,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2
92.36,5,23.09,484.89,461.8,4.761904762,23.09,4.9,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2
46.42,3,6.963,146.223,139.26,4.761904762,6.963,4.4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,4
29.61,7,10.3635,217.6335,207.27,4.761904762,10.3635,6.5,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
18.28,1,0.914,19.194,18.28,4.761904762,0.914,8.3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,4
24.77,5,6.1925,130.0425,123.85,4.761904762,6.1925,8.5,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,6
94.64,3,14.196,298.116,283.92,4.761904762,14.196,5.5,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,3
94.87,8,37.948,796.908,758.96,4.761904762,37.948,8.7,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
57.34,3,8.601,180.621,172.02,4.761904762,8.601,7.9,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,6
45.35,6,13.605,285.705,272.1,4.761904762,13.605,6.1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,3
62.08,7,21.728,456.288,434.56,4.761904762,21.728,5.4,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2
11.81,5,2.9525,62.0025,59.05,4.761904762,2.9525,9.4,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,6
12.54,1,0.627,13.167,12.54,4.761904762,0.627,8.2,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,3
43.25,2,4.325,90.825,86.5,4.761904762,4.325,6.2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,2
87.16,2,8.716,183.036,174.32,4.761904762,8.716,9.7,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,4
69.37,9,31.2165,655.5465,624.33,4.761904762,31.2165,4,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,5
37.06,4,7.412,155.652,148.24,4.761904762,7.412,9.7,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3
90.7,6,27.21,571.41,544.2,4.761904762,27.21,5.3,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
63.42,8,25.368,532.728,507.36,4.761904762,25.368,7.4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
81.37,2,8.137,170.877,162.74,4.761904762,8.137,6.5,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,5
10.59,3,1.5885,33.3585,31.77,4.761904762,1.5885,8.7,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
84.09,9,37.8405,794.6505,756.81,4.761904762,37.8405,8,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
73.82,4,14.764,310.044,295.28,4.761904762,14.764,6.7,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,3
51.94,10,25.97,545.37,519.4,4.761904762,25.97,6.5,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,5
93.14,2,9.314,195.594,186.28,4.761904762,9.314,4.1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,6
17.41,5,4.3525,91.4025,87.05,4.761904762,4.3525,4.9,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
44.22,5,11.055,232.155,221.1,4.761904762,11.055,8.6,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
13.22,5,3.305,69.405,66.1,4.761904762,3.305,4.3,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,5
89.69,1,4.4845,94.1745,89.69,4.761904762,4.4845,4.9,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,4
24.94,9,11.223,235.683,224.46,4.761904762,11.223,5.6,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,4
59.77,2,5.977,125.517,119.54,4.761904762,5.977,5.8,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
93.2,2,9.32,195.72,186.4,4.761904762,9.32,6,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,3
62.65,4,12.53,263.13,250.6,4.761904762,12.53,4.2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,5
93.87,8,37.548,788.508,750.96,4.761904762,37.548,8.3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,5
47.59,8,19.036,399.756,380.72,4.761904762,19.036,5.7,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1
81.4,3,12.21,256.41,244.2,4.761904762,12.21,4.8,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,5
17.94,5,4.485,94.185,89.7,4.761904762,4.485,6.8,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,2
77.72,4,15.544,326.424,310.88,4.761904762,15.544,8.8,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
73.06,7,25.571,536.991,511.42,4.761904762,25.571,4.2,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
46.55,9,20.9475,439.8975,418.95,4.761904762,20.9475,6.4,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,5
35.19,10,17.595,369.495,351.9,4.761904762,17.595,8.4,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,6
14.39,2,1.439,30.219,28.78,4.761904762,1.439,7.2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,5
23.75,4,4.75,99.75,95,4.761904762,4.75,5.2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,5
58.9,8,23.56,494.76,471.2,4.761904762,23.56,8.9,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,6
32.62,4,6.524,137.004,130.48,4.761904762,6.524,9,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
66.35,1,3.3175,69.6675,66.35,4.761904762,3.3175,9.7,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,3
25.91,6,7.773,163.233,155.46,4.761904762,7.773,8.7,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1
32.25,4,6.45,135.45,129,4.761904762,6.45,6.5,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,2
65.94,4,13.188,276.948,263.76,4.761904762,13.188,6.9,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,3
75.06,9,33.777,709.317,675.54,4.761904762,33.777,6.2,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1
16.45,4,3.29,69.09,65.8,4.761904762,3.29,5.6,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,3
38.3,4,7.66,160.86,153.2,4.761904762,7.66,5.7,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2
22.24,10,11.12,233.52,222.4,4.761904762,11.12,4.2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,5
54.45,1,2.7225,57.1725,54.45,4.761904762,2.7225,7.9,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
98.4,7,34.44,723.24,688.8,4.761904762,34.44,8.7,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1
35.47,4,7.094,148.974,141.88,4.761904762,7.094,6.9,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,3
74.6,10,37.3,783.3,746,4.761904762,37.3,9.5,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
70.74,4,14.148,297.108,282.96,4.761904762,14.148,4.4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,5
35.54,10,17.77,373.17,355.4,4.761904762,17.77,7,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,4
67.43,5,16.8575,354.0075,337.15,4.761904762,16.8575,6.3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2
21.12,2,2.112,44.352,42.24,4.761904762,2.112,9.7,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,3
21.54,9,9.693,203.553,193.86,4.761904762,9.693,8.8,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
12.03,2,1.203,25.263,24.06,4.761904762,1.203,5.1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,6
99.71,6,29.913,628.173,598.26,4.761904762,29.913,7.9,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
47.97,7,16.7895,352.5795,335.79,4.761904762,16.7895,6.2,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
21.82,10,10.91,229.11,218.2,4.761904762,10.91,7.1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
95.42,4,19.084,400.764,381.68,4.761904762,19.084,6.4,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,5
70.99,10,35.495,745.395,709.9,4.761904762,35.495,5.7,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,2
44.02,10,22.01,462.21,440.2,4.761904762,22.01,9.6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2
69.96,8,27.984,587.664,559.68,4.761904762,27.984,6.4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,4
37,1,1.85,38.85,37,4.761904762,1.85,7.9,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2
15.34,1,0.767,16.107,15.34,4.761904762,0.767,6.5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,6
99.83,6,29.949,628.929,598.98,4.761904762,29.949,8.5,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
47.67,4,9.534,200.214,190.68,4.761904762,9.534,9.1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1
66.68,5,16.67,350.07,333.4,4.761904762,16.67,7.6,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2
74.86,1,3.743,78.603,74.86,4.761904762,3.743,6.9,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,6
23.75,9,10.6875,224.4375,213.75,4.761904762,10.6875,9.5,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,3
48.51,7,16.9785,356.5485,339.57,4.761904762,16.9785,5.2,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,4
94.88,7,33.208,697.368,664.16,4.761904762,33.208,4.2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,6
40.3,10,20.15,423.15,403,4.761904762,20.15,7,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,3
27.85,7,9.7475,204.6975,194.95,4.761904762,9.7475,6,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,3
62.48,1,3.124,65.604,62.48,4.761904762,3.124,4.7,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
36.36,2,3.636,76.356,72.72,4.761904762,3.636,7.1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
18.11,10,9.055,190.155,181.1,4.761904762,9.055,5.9,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2
51.92,5,12.98,272.58,259.6,4.761904762,12.98,7.5,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,6
28.84,4,5.768,121.128,115.36,4.761904762,5.768,6.4,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,4
78.38,6,23.514,493.794,470.28,4.761904762,23.514,5.8,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,3
60.01,4,12.002,252.042,240.04,4.761904762,12.002,4.5,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,4
88.61,1,4.4305,93.0405,88.61,4.761904762,4.4305,7.7,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,5
99.82,2,9.982,209.622,199.64,4.761904762,9.982,6.7,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2
39.01,1,1.9505,40.9605,39.01,4.761904762,1.9505,4.7,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
48.61,1,2.4305,51.0405,48.61,4.761904762,2.4305,4.4,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
51.19,4,10.238,214.998,204.76,4.761904762,10.238,4.7,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
14.96,8,5.984,125.664,119.68,4.761904762,5.984,8.6,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,5
72.2,7,25.27,530.67,505.4,4.761904762,25.27,4.3,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1
40.23,7,14.0805,295.6905,281.61,4.761904762,14.0805,9.6,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,5
88.79,8,35.516,745.836,710.32,4.761904762,35.516,4.1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,6
26.48,3,3.972,83.412,79.44,4.761904762,3.972,4.7,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,3
81.91,2,8.191,172.011,163.82,4.761904762,8.191,7.8,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
79.93,6,23.979,503.559,479.58,4.761904762,23.979,5.5,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3
69.33,2,6.933,145.593,138.66,4.761904762,6.933,9.7,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
14.23,5,3.5575,74.7075,71.15,4.761904762,3.5575,4.4,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,4
15.55,9,6.9975,146.9475,139.95,4.761904762,6.9975,5,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,3
78.13,10,39.065,820.365,781.3,4.761904762,39.065,4.4,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,6
99.37,2,9.937,208.677,198.74,4.761904762,9.937,5.2,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3
21.08,3,3.162,66.402,63.24,4.761904762,3.162,7.3,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,5
74.79,5,18.6975,392.6475,373.95,4.761904762,18.6975,4.9,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,3
29.67,7,10.3845,218.0745,207.69,4.761904762,10.3845,8.1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
44.07,4,8.814,185.094,176.28,4.761904762,8.814,8.4,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
22.93,9,10.3185,216.6885,206.37,4.761904762,10.3185,5.5,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
39.42,1,1.971,41.391,39.42,4.761904762,1.971,8.4,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,4
15.26,6,4.578,96.138,91.56,4.761904762,4.578,9.8,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,4
61.77,5,15.4425,324.2925,308.85,4.761904762,15.4425,6.7,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,4
21.52,6,6.456,135.576,129.12,4.761904762,6.456,9.4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,3
97.74,4,19.548,410.508,390.96,4.761904762,19.548,6.4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
99.78,5,24.945,523.845,498.9,4.761904762,24.945,5.4,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,5
94.26,4,18.852,395.892,377.04,4.761904762,18.852,8.6,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
51.13,4,10.226,214.746,204.52,4.761904762,10.226,4,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,4
36.36,4,7.272,152.712,145.44,4.761904762,7.272,7.6,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
22.02,9,9.909,208.089,198.18,4.761904762,9.909,6.8,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,3
32.9,3,4.935,103.635,98.7,4.761904762,4.935,9.1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,6
77.02,5,19.255,404.355,385.1,4.761904762,19.255,5.5,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,6
23.48,2,2.348,49.308,46.96,4.761904762,2.348,7.9,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,3
14.7,5,3.675,77.175,73.5,4.761904762,3.675,8.5,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,6
28.45,5,7.1125,149.3625,142.25,4.761904762,7.1125,9.1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,3
76.4,9,34.38,721.98,687.6,4.761904762,34.38,7.5,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
57.95,6,17.385,365.085,347.7,4.761904762,17.385,5.2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,6
47.65,3,7.1475,150.0975,142.95,4.761904762,7.1475,9.5,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,3
42.82,9,19.269,404.649,385.38,4.761904762,19.269,8.9,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
48.09,3,7.2135,151.4835,144.27,4.761904762,7.2135,7.8,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,6
55.97,7,19.5895,411.3795,391.79,4.761904762,19.5895,8.9,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
76.9,7,26.915,565.215,538.3,4.761904762,26.915,7.7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,4
97.03,5,24.2575,509.4075,485.15,4.761904762,24.2575,9.3,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2
44.65,3,6.6975,140.6475,133.95,4.761904762,6.6975,6.2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,3
77.93,9,35.0685,736.4385,701.37,4.761904762,35.0685,7.6,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2
71.95,1,3.5975,75.5475,71.95,4.761904762,3.5975,7.3,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
89.25,8,35.7,749.7,714,4.761904762,35.7,4.7,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6
26.02,7,9.107,191.247,182.14,4.761904762,9.107,5.1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,3
13.5,10,6.75,141.75,135,4.761904762,6.75,4.8,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2
99.3,10,49.65,1042.65,993,4.761904762,49.65,6.6,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,4
51.69,7,18.0915,379.9215,361.83,4.761904762,18.0915,5.5,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,5
54.73,7,19.1555,402.2655,383.11,4.761904762,19.1555,8.5,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,3
27,9,12.15,255.15,243,4.761904762,12.15,4.8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,5
30.24,1,1.512,31.752,30.24,4.761904762,1.512,8.4,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
89.14,4,17.828,374.388,356.56,4.761904762,17.828,7.8,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
37.55,10,18.775,394.275,375.5,4.761904762,18.775,9.3,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,4
95.44,10,47.72,1002.12,954.4,4.761904762,47.72,5.2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2
27.5,3,4.125,86.625,82.5,4.761904762,4.125,6.5,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,4
74.97,1,3.7485,78.7185,74.97,4.761904762,3.7485,5.6,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,5
80.96,8,32.384,680.064,647.68,4.761904762,32.384,7.4,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,6
94.47,8,37.788,793.548,755.76,4.761904762,37.788,9.1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2
99.79,2,9.979,209.559,199.58,4.761904762,9.979,8,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,3
73.22,6,21.966,461.286,439.32,4.761904762,21.966,7.2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
41.24,4,8.248,173.208,164.96,4.761904762,8.248,7.1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
81.68,4,16.336,343.056,326.72,4.761904762,16.336,9.1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,6
51.32,9,23.094,484.974,461.88,4.761904762,23.094,5.6,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3
65.94,4,13.188,276.948,263.76,4.761904762,13.188,6,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,6
14.36,10,7.18,150.78,143.6,4.761904762,7.18,5.4,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,6
21.5,9,9.675,203.175,193.5,4.761904762,9.675,7.8,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,2
26.26,7,9.191,193.011,183.82,4.761904762,9.191,9.9,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,5
60.96,2,6.096,128.016,121.92,4.761904762,6.096,4.9,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,4
70.11,6,21.033,441.693,420.66,4.761904762,21.033,5.2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3
42.08,6,12.624,265.104,252.48,4.761904762,12.624,8.9,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
67.09,5,16.7725,352.2225,335.45,4.761904762,16.7725,9.1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,3
96.7,5,24.175,507.675,483.5,4.761904762,24.175,7,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
35.38,9,15.921,334.341,318.42,4.761904762,15.921,9.6,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,5
95.49,7,33.4215,701.8515,668.43,4.761904762,33.4215,8.7,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,4
96.98,4,19.396,407.316,387.92,4.761904762,19.396,9.4,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2
23.65,4,4.73,99.33,94.6,4.761904762,4.73,4,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2
